state,district,district_id,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,education_race_error_group,demographic_error_group,election_system,general_election_party_structure,party_control_override,election_system_notes,state_error_group,region_error_group,district_type_error_group,state_environment_adjustment_dem,incumbent_raw,incumbent_party_raw,incumbent_party,inferred_incumbent_party,incumbent_running,open_seat,dem_candidate,gop_candidate,other_candidate,dem_candidate_italic,gop_candidate_italic,dem_candidate_is_incumbent,gop_candidate_is_incumbent,pres_2024_margin_dem,pres_2020_margin_dem,genballot_adjusted_margin_dem,district_partisan_baseline_dem,district_elasticity,manual_elasticity_override,national_environment_margin_dem,district_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_margin_dem,polling_margin_dem,poll_count,polling_active,model_margin_dem,dem_win_probability,race_notes,elasticity_baseline_margin_dem,district_type_elasticity_base,partisan_baseline_elasticity_adjustment,region_elasticity_adjustment,calculated_district_elasticity,elasticity_notes,district_elasticity_input,national_pres_2024_margin_dem,national_pres_2020_margin_dem,pres_2024_relative_to_national_dem,pres_2020_relative_to_national_dem,imported_national_environment_margin_dem,house_environment_multiplier,house_national_environment_used_dem,generic_house_incumbency_points,use_candidate_war_adjustments,candidate_war_adjustment_dem,war_match_status,dem_war_name,gop_war_name,dem_candidate_war,gop_candidate_war,candidate_war_match_status,candidate_quality_adjustment_dem_before_war,candidate_event_adjustment_dem,candidate_event_count,candidate_event_ids,candidate_event_summary,use_house_poll_spillover_adjustments,poll_spillover_adjustment_dem,poll_spillover_raw_adjustment_dem,poll_spillover_source_count,poll_spillover_notes,fundamentals_notes,national_environment_source_path,latest_poll_end_date,avg_poll_age_days,total_poll_weight,effective_poll_count,largest_pollster_weight_share,only_partisan_or_internal_polls,polling_notes,polling_active_bool,only_partisan_or_internal_polls_bool,poll_quality_count,poll_count_multiplier,bayesian_polling_weight,bayesian_fundamentals_weight,bayesian_model_margin_dem,district_posterior_sd,party_control_fixed,pre_sim_dem_win_probability,raw_simulated_dem_win_probability,simulated_dem_win_probability,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem
AZ,3,AZ-3,Southwest,Mixed,Low,Low,Medium,Very High,Unknown,Low College / Low White,Low College / Low White / Medium Black / Very High Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Mixed,0.0,"Ansari, Yassamin",D,D,D,True,False,"Ansari, Yassamin","Glenn, Nicholas ",,False,True,True,False,39.6,50.6,47.6,42.594,1.0,,7.38,7.38,1.5,0.76125,0.0,52.23525,,0,False,52.23525,0.9999750012499375,,42.9,0.95,-0.2,0.0,0.75,District type base: Mixed=0.95. Partisan baseline adjustment: -0.20. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 0.75.,0.75,-1.5,4.52,41.1,46.08,7.38,1.0,7.38,1.5,1,0.76125,Only D matched,Yassamin Ansari,,1.45,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,52.23525,5.75,,0.999834417433494,1.0,0.9999750012499375,52.25373189803527,47.11692615705591,52.307279460588234,57.34757622080304
AZ,4,AZ-4,Southwest,Suburban,High,Medium,Low,Medium,Unknown,High College / Medium White,High College / Medium White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Suburban,0.0,"Stanton, Greg",D,D,D,True,False,"Stanton, Greg","Jasser, Zuhdi",,False,True,True,False,7.3,10.300000000000004,15.3,7.894000000000002,1.0,,7.38,7.38,1.5,0.2060054347826087,0.0,16.98000543478261,,0,False,16.98000543478261,0.987775611219439,,8.200000000000001,1.1,0.0,0.0,1.1,District type base: Suburban=1.10. Partisan baseline adjustment: +0.00. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 1.10.,1.1,-1.5,4.52,8.8,5.780000000000005,7.38,1.0,7.38,1.5,1,0.2060054347826087,Only D matched,Greg Stanton,,0.3923913043478261,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,16.98000543478261,5.75,,0.9442756497336245,0.9878,0.987775611219439,16.889944003795105,11.882337585870307,16.8776612288519,21.94808888369807
AZ,5,AZ-5,Southwest,Suburban,High,High,Low,Medium,Unknown,High College / High White,High College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Suburban,0.0,"Biggs, Andy",R,R,R,False,True,"Lee, Elizabeth","Lamb, Mike",,True,True,False,False,-19.9,-16.4,-11.9,-19.156,1.0,,7.38,7.38,0.0,0.0,0.0,-11.776,,0,False,-11.776,0.05952202389880506,,-18.85,1.1,-0.1,0.0,1.0,District type base: Suburban=1.10. Partisan baseline adjustment: -0.10. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 1.00.,1.0,-1.5,4.52,-18.4,-20.92,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-11.776,5.75,,0.12317874272418396,0.0595,0.05952202389880506,-11.653984895752558,-16.789936061690213,-11.639411155809544,-6.568882013277554
AZ,6,AZ-6,Southwest,Mixed,High,High,Low,Medium,Unknown,High College / High White,High College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Mixed,0.0,"Ciscomani, Juan",R,R,R,True,False,"Mendoza, JoAnn","Ciscomani, Juan",,True,False,False,True,-0.7,0.0999999999999943,7.3,-0.7660000000000017,1.0,,7.38,7.38,-1.5,0.7540909090909091,0.0,5.868090909090907,2.1075731051734627,3,True,4.680410701426616,0.7358382080895955,,-0.4600000000000016,0.95,0.1,0.0,1.05,District type base: Mixed=0.95. Partisan baseline adjustment: +0.10. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 1.05.,1.05,-1.5,4.52,0.8,-4.420000000000005,7.38,1.0,7.38,1.5,1,0.7540909090909091,Only R matched,,Juan Ciscomani,0.0,-1.4363636363636365,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-06-11,125.66666666666669,0.5201558346989891,2.408289016547269,0.4984039643085032,False,"Manual House polling average from 3 poll(s): House Majority PAC, PPP, Ragnar",True,False,2.408289016547269,0.6316578033094538,0.3158289016547269,0.6841710983452731,4.680410701426616,5.295995953871331,,0.6856948663441744,0.73585,0.7358382080895955,4.690179955851896,-0.35744656916950074,4.717149601782053,9.84622376901392
AZ,7,AZ-7,Southwest,Mixed,Low,Low,Low,Very High,Unknown,Low College / Low White,Low College / Low White / Low Black / Very High Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Mixed,0.0,"Grijalva, Adelita",D,D,D,True,False,"Grijalva, Adelita","Butierez, Daniel",,False,True,True,False,22.1,32.699999999999996,30.1,24.973999999999997,1.0,,7.38,7.38,1.5,0.1575,0.0,34.0115,,0,False,34.0115,0.9999750012499375,,25.28,0.95,-0.2,0.0,0.75,District type base: Mixed=0.95. Partisan baseline adjustment: -0.20. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 0.75.,0.75,-1.5,4.52,23.6,28.179999999999996,7.38,1.0,7.38,1.5,1,0.1575,Only R matched,,Daniel Butierez,0.0,-0.3,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,34.0115,5.75,,0.9965591272709896,1.0,0.9999750012499375,34.0456299735933,28.962176380541568,34.10120798186644,39.106785477296604
AZ,8,AZ-8,Southwest,Mixed,Medium,High,Low,Medium,Unknown,Medium College / High White,Medium College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Mixed,0.0,"Hamadeh, Abe",R,R,R,True,False,"Greene-Placentia, Bernadette","Hamadeh, Abraham",,True,False,False,True,-16.3,-13.6,-8.3,-15.796,1.0,,7.38,7.38,-1.5,1.6799999999999995,0.0,-8.236,,0,False,-8.236,0.13886805659717014,,-15.49,0.95,-0.1,0.0,0.85,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 0.85.,0.85,-1.5,4.52,-14.8,-18.119999999999997,7.38,1.0,7.38,1.5,1,1.6799999999999995,Only R matched,,Abraham Hamadeh,0.0,-3.2,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-8.236,5.75,,0.20218934795940935,0.13885,0.13886805659717014,-8.163786792597552,-13.261761304177897,-8.058861613542149,-3.088301691132656
AZ,9,AZ-9,Southwest,Rural,Low,High,Low,Medium,Unknown,Low College / High White,Low College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,AZ,Southwest,Rural,0.0,"Gosar, Paul",R,R,R,True,False,"Sterbinsky, Danielle","Gosar, Paul",,True,False,False,True,-31.0,-25.800000000000004,-23.0,-29.746,1.0,,7.38,7.38,-1.5,0.8499324324324323,0.0,-23.016067567567568,,0,False,-23.016067567567568,0.0008249587520623968,,-29.44,0.8,-0.2,0.0,0.6000000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Southwest=+0.00. No manual override. Final elasticity: 0.60.,0.6000000000000001,-1.5,4.52,-29.5,-30.320000000000004,7.38,1.0,7.38,1.5,1,0.8499324324324323,Only R matched,,Paul Gosar,0.0,-1.6189189189189188,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-23.016067567567568,5.75,,0.021123666646739137,0.0008,0.0008249587520623968,-23.004954197321855,-28.112335296651665,-23.010975100172985,-17.89691461180253
AR,1,AR-1,Middle South,Rural,Low,Very High,Medium,Low,Unknown,Low College / Very High White,Low College / Very High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,AR,Middle South,Rural,0.0,"Crawford, Rick",R,R,R,True,False,"Yarbrough Green, Terri","Crawford, Rick",,True,False,False,True,-45.3,-40.9,-37.3,-44.285999999999994,1.0,,7.38,7.38,-1.5,-0.4597115384615384,0.0,-38.86571153846153,,0,False,-38.86571153846153,2.4998750062496874e-05,,-43.98,0.8,-0.2,0.0,0.6000000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Middle South=+0.00. No manual override. Final elasticity: 0.60.,0.6000000000000001,-1.5,4.52,-43.8,-45.42,7.38,1.0,7.38,1.5,1,-0.4597115384615384,Only R matched,,Rick Crawford,0.0,0.8756410256410255,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-38.86571153846153,5.75,,0.001535107486348555,0.0,2.4998750062496874e-05,-38.915058649531026,-43.920432380489956,-38.865576112065796,-33.89117247114662
AR,2,AR-2,Middle South,Rural,Medium,High,Medium,Low,Unknown,Medium College / High White,Medium College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,AR,Middle South,Rural,0.0,"Hill, French",R,R,R,True,False,"Jones, Chris","Hill, French",,True,False,False,True,-15.6,-13.1,-7.6,-15.156,1.0,,7.38,7.38,-1.5,0.271425,0.0,-9.004574999999999,,0,False,-9.004574999999999,0.11421928903554822,,-14.85,0.8,0.0,0.0,0.8,District type base: Rural=0.80. Partisan baseline adjustment: +0.00. Region adjustment: Middle South=+0.00. No manual override. Final elasticity: 0.80.,0.8,-1.5,4.52,-14.1,-17.619999999999997,7.38,1.0,7.38,1.5,1,0.271425,Only R matched,,French Hill,0.0,-0.517,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-9.004574999999999,5.75,,0.18231182717386213,0.1142,0.11421928903554822,-9.051045668521382,-14.155093198731274,-9.020296528524089,-3.9791519604068712
AR,3,AR-3,Middle South,Rural,Medium,High,Low,Low,Unknown,Medium College / High White,Medium College / High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,AR,Middle South,Rural,0.0,"Womack, Steve",R,R,R,True,False,"Ryerse, Robb","Womack, Steve",,True,False,False,True,-24.9,-23.40000000000001,-16.9,-24.756,1.0,,7.38,7.38,-1.5,-0.2664945652173913,0.0,-19.14249456521739,,0,False,-19.14249456521739,0.005324733763311835,,-24.45,0.8,-0.1,0.0,0.7000000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.10. Region adjustment: Middle South=+0.00. No manual override. Final elasticity: 0.70.,0.7000000000000001,-1.5,4.52,-23.4,-27.92000000000001,7.38,1.0,7.38,1.5,1,-0.2664945652173913,Only R matched,,Steve Womack,0.0,0.5076086956521739,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-19.14249456521739,5.75,,0.03952799194701992,0.0053,0.005324733763311835,-19.169215322275246,-24.296139077114255,-19.126761737605946,-14.152214111145327
AR,4,AR-4,Middle South,Rural,Low,High,Medium,Low,Unknown,Low College / High White,Low College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,AR,Middle South,Rural,0.0,"Westerman, Bruce",R,R,R,True,False,"Russell, James","Westerman, Bruce",,True,False,False,True,-39.9,-35.2,-31.9,-38.796,1.0,,7.38,7.38,-1.5,-0.3937499999999999,0.0,-33.309749999999994,,0,False,-33.309749999999994,2.4998750062496874e-05,,-38.489999999999995,0.8,-0.2,0.0,0.6000000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Middle South=+0.00. No manual override. Final elasticity: 0.60.,0.6000000000000001,-1.5,4.52,-38.4,-39.72,7.38,1.0,7.38,1.5,1,-0.3937499999999999,Only R matched,,Bruce Westerman,0.0,0.75,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-33.309749999999994,5.75,,0.0038661402036270507,0.0,2.4998750062496874e-05,-33.340536553367905,-38.39521557671356,-33.3261949150546,-28.223035986281133
CA,1,CA-1,Pacific,Mixed,Medium,High,Low,Medium,Unknown,Medium College / High White,Medium College / High White / Low Black / Medium Hispanic / Unknown Income,top_two,D_vs_R,,,CA,Pacific,Mixed,0.0,NONE,Vacant,Vacant,Vacant,False,True,"McGuire, Mike","Gallagher, James",,True,True,False,False,12.2,17.800000000000004,20.2,13.574,1.0,,7.38,7.38,0.0,0.0,0.0,20.954,,0,False,20.954,0.9974251287435628,,13.88,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,13.7,13.280000000000005,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,20.954,5.75,,0.970468840443393,0.99745,0.9974251287435628,20.8418107257034,15.804522040852557,20.86089727633222,25.950833112711816
CA,2,CA-2,Pacific,Mixed,High,High,Low,Low,Unknown,High College / High White,High College / High White / Low Black / Low Hispanic / Unknown Income,top_two,D_vs_R,,,CA,Pacific,Mixed,0.0,"Huffman, Jared",D,D,D,False,True,"Huffman, Jared","Littau, Robert",,True,True,False,False,24.6,28.4,32.6,25.433999999999997,1.0,,7.38,7.38,0.0,-0.3160499999999999,0.0,32.49795,,0,False,32.49795,0.9999750012499375,,25.74,0.95,-0.2,-0.05,0.7,District type base: Mixed=0.95. Partisan baseline adjustment: -0.20. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.70.,0.7,-1.5,4.52,26.1,23.88,7.38,1.0,7.38,1.5,1,-0.3160499999999999,Only D matched,Jared Huffman,,-0.602,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,32.49795,5.75,,0.9955762105270513,1.0,0.9999750012499375,32.48605951722321,27.43294078823149,32.41815055081045,37.58730903942076
CA,3,CA-3,Pacific,Mixed,High,High,Low,Medium,Unknown,High College / High White,High College / High White / Low Black / Medium Hispanic / Unknown Income,top_two,D_vs_R,,,CA,Pacific,Mixed,0.0,"Bera, Ami",D,D,D,True,False,"Bera, Ami","Tucker, Robb",,False,True,True,False,10.1,14.0,18.1,10.964,1.0,,7.38,7.38,1.5,-0.485625,0.0,19.358375,,0,False,19.358375,0.9950752462376881,,11.27,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,11.6,9.48,7.38,1.0,7.38,1.5,1,-0.485625,Only D matched,Ami Bera,,-0.925,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,19.358375,5.75,,0.9618156051517385,0.9951,0.9950752462376881,19.337119001876733,14.27910801542855,19.393678970208583,24.449594659132885
CA,4,CA-4,Pacific,Mixed,Medium,Medium,Low,Medium,Unknown,Medium College / Medium White,Medium College / Medium White / Low Black / Medium Hispanic / Unknown Income,top_two,D_vs_D,,,CA,Pacific,Mixed,0.0,"Thompson, Mike",D,D,D,True,False,"Thompson, Mike",,"Jones, Eric",False,False,True,False,14.5,21.1,22.5,16.174,1.0,,7.38,7.38,1.5,0.0876988636363635,0.0,25.14169886363636,,0,False,25.14169886363636,1.0,,16.479999999999997,0.95,-0.1,-0.05,0.7999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.80.,0.7999999999999999,-1.5,4.52,16.0,16.580000000000002,7.38,1.0,7.38,1.5,1,0.0876988636363635,Only D matched,Mike Thompson,,0.1670454545454544,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,25.14169886363636,5.75,D,1.0,1.0,1.0,25.07609648228764,19.996794389696728,25.098816079082205,30.145527034691927
CA,5,CA-5,Pacific,Rural,Medium,Medium,Low,Medium,Unknown,Medium College / Medium White,Medium College / Medium White / Low Black / Medium Hispanic / Unknown Income,top_two,D_vs_R,,,CA,Pacific,Rural,0.0,"McClintock, Tom",R,R,R,True,False,"Mesuda, Michael","McClintock, Tom",,True,False,False,True,-20.6,-14.5,-12.6,-19.076,1.0,,7.38,7.38,-1.5,-0.0032142857142857,0.0,-13.199214285714287,,0,False,-13.199214285714287,0.0399730013499325,,-18.77,0.8,-0.1,-0.05,0.65,District type base: Rural=0.80. Partisan baseline adjustment: -0.10. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.65.,0.65,-1.5,4.52,-19.1,-19.02,7.38,1.0,7.38,1.5,1,-0.0032142857142857,Only R matched,,Tom McClintock,0.0,0.0061224489795918,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-13.199214285714287,5.75,,0.09976224930296028,0.03995,0.0399730013499325,-13.29736715715724,-18.332051419832887,-13.398060285650427,-8.26424774100622
CA,6,CA-6,Pacific,Mixed,Medium,Medium,Low,Medium,Unknown,Medium College / Medium White,Medium College / Medium White / Low Black / Medium Hispanic / Unknown Income,top_two,D_vs_R,,,CA,Pacific,Mixed,0.0,"Kiley, Kevin",R,R,R,True,False,"Pan, Richard","Kiley, Kevin",,True,False,False,True,8.3,12.6,16.3,9.284,1.0,,7.38,7.38,-1.5,-0.2513636363636363,0.0,14.912636363636365,,0,False,14.912636363636365,0.9752762361881906,,9.59,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,9.8,8.08,7.38,1.0,7.38,1.5,1,-0.2513636363636363,Only R matched,,Kevin Kiley,0.0,0.4787878787878788,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,14.912636363636365,5.75,,0.9231147425389148,0.9753,0.9752762361881906,14.870830899247988,9.776920292152264,14.874114666122686,19.971709170804466
CA,7,CA-7,Pacific,Mixed,Medium,Low,Medium,Medium,Unknown,Medium College / Low White,Medium College / Low White / Medium Black / Medium Hispanic / Unknown Income,top_two,D_vs_D,,,CA,Pacific,Mixed,0.0,"Matsui, Doris",D,D,D,True,False,"Matsui, Doris",,"Vang, Mai",False,False,True,False,12.8,19.6,20.8,14.534,1.0,,7.38,7.38,1.5,0.4765833333333334,0.0,23.890583333333332,,0,False,23.890583333333332,1.0,,14.84,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,14.3,15.080000000000002,7.38,1.0,7.38,1.5,1,0.4765833333333334,Only D matched,Doris Matsui,,0.907777777777778,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,23.890583333333332,5.75,D,1.0,1.0,1.0,23.829173946906977,18.659287697101707,23.823710835010004,28.948714457892546
