race_id,state,district,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,pres_2020_margin_dem,characteristics_elasticity_raw_prediction,characteristics_elasticity,characteristics_elasticity_model_alpha,characteristics_elasticity_prediction_mean_before_normalization,characteristics_model_training_match,characteristics_elasticity_method,characteristics_elasticity_limitations
NC-2,NC,2,Mid-Atlantic,Urban,Very High,Medium,Medium,Low,35.300000000000004,1.050135641239558,1.1311262835905191,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-3,NC,3,Mid-Atlantic,Rural,Low,Medium,High,Low,-8.299999999999997,1.1764617694548942,1.2671951858514952,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-4,NC,4,Mid-Atlantic,Urban,Very High,Medium,Medium,Low,46.0,1.0057873743701125,1.0833577017828353,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-5,NC,5,Mid-Atlantic,Rural,Low,High,Medium,Low,-15.4,1.2133151423483346,1.3068908376146595,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-6,NC,6,Mid-Atlantic,Rural,Medium,High,Medium,Low,-16.299999999999997,1.2894504945880234,1.3888980513942828,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-7,NC,7,Mid-Atlantic,Rural,Medium,High,Medium,Low,-11.0,1.267483596045214,1.3652369781624394,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-8,NC,8,Mid-Atlantic,Rural,Medium,High,Medium,Low,-17.700000000000003,1.2952530715615957,1.3951481462102415,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-9,NC,9,Mid-Atlantic,Rural,Medium,High,Medium,Low,-13.800000000000004,1.2790887499923587,1.3777371677943568,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-10,NC,10,Mid-Atlantic,Rural,Medium,High,Medium,Low,-16.0,1.2882070852365437,1.3875587453622917,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-11,NC,11,Appalachia,Rural,Medium,Very High,Low,Low,-11.0,0.601384388801961,0.6477655476124732,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-12,NC,12,Mid-Atlantic,Urban,High,Low,High,Medium,49.99999999999999,0.7638878434988285,0.8228019158333636,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-13,NC,13,Mid-Atlantic,Rural,Medium,High,Medium,Low,-17.199999999999996,1.2931807226424628,1.3929159694902562,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-14,NC,14,Mid-Atlantic,Rural,Medium,High,Medium,Low,-16.1,1.2886215550203701,1.3880051807062888,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
ND-AL,ND,AL,Great Plains,Rural,Medium,Very High,Low,Low,-33.3,1.1108241257967177,1.19649530574165,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-1,OH,1,Midwest,Suburban,High,High,Medium,Low,0.1999999999999957,1.2490649505445754,1.3453978133767202,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-2,OH,2,Midwest,Rural,Low,Very High,Low,Low,-39.599999999999994,1.1419386537561391,1.230009509997084,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-3,OH,3,Midwest,Urban,High,Medium,Medium,Low,43.7,0.8208717864497364,0.8841806873778776,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-4,OH,4,Midwest,Rural,Low,Very High,Low,Low,-40.400000000000006,1.1452544120267518,1.2335809927490604,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-5,OH,5,Midwest,Rural,Low,Very High,Low,Low,-21.199999999999996,1.065676213532046,1.1478654067016274,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-6,OH,6,Appalachia,Rural,Low,Very High,Low,Low,-29.800000000000004,0.6068995839761111,0.6537060966002679,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-7,OH,7,Midwest,Mixed,High,Very High,Low,Low,-9.6,1.1367756974141379,1.224448365902808,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-8,OH,8,Midwest,Rural,Medium,Very High,Medium,Low,-14.700000000000005,1.0650149801109392,1.1471531763260168,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-9,OH,9,Midwest,Mixed,Medium,Very High,Medium,Low,-6.700000000000003,1.1323468174486122,1.2196779130782947,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-10,OH,10,Midwest,Suburban,Medium,High,Medium,Low,-5.800000000000004,1.327649702997244,1.4300433348673964,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-11,OH,11,Midwest,Urban,Medium,Low,High,Low,57.599999999999994,0.7907014914771604,0.8516835391172228,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-12,OH,12,Midwest,Exurban,Medium,Very High,Low,Low,-28.90000000000001,1.5665809888468576,1.6874019529194095,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-13,OH,13,Midwest,Mixed,Medium,Very High,Medium,Low,5.900000000000006,1.0801236246864614,1.1634270597346668,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-14,OH,14,Midwest,Mixed,Medium,Very High,Low,Low,-17.1,1.2215774966242055,1.31579041755344,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OH-15,OH,15,Midwest,Exurban,Medium,Very High,Medium,Low,-7.399999999999999,1.4313441636665125,1.5417351252605922,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OK-1,OK,1,Great Plains,Rural,Medium,Medium,Medium,Low,-21.4,1.2206268986185562,1.314766505644261,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OK-2,OK,2,Great Plains,Rural,Low,High,Low,Low,-53.4,1.289898242936112,1.389380331877935,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OK-3,OK,3,Great Plains,Rural,Low,High,Low,Medium,-42.8,1.191734476564053,1.2836457849496818,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OK-4,OK,4,Great Plains,Rural,Medium,High,Low,Low,-30.90000000000001,1.269047665760378,1.3669216751622495,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OK-5,OK,5,Great Plains,Mixed,High,High,Medium,Low,-18.4,1.2178859757451537,1.3118141918843542,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OR-1,OR,1,Pacific,Suburban,High,High,Low,Low,38.8,0.7686284589109427,0.8279081463834543,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OR-2,OR,2,Pacific,Rural,Low,Very High,Low,Low,-24.300000000000004,0.7119478000964748,0.7668560494556769,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OR-3,OR,3,Pacific,Urban,Very High,High,Low,Low,47.0,0.5944786543155863,0.6403272153834902,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OR-4,OR,4,Pacific,Mixed,Medium,Very High,Low,Low,12.700000000000005,0.7314885243096851,0.7879038321324613,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OR-5,OR,5,Pacific,Mixed,High,Very High,Low,Low,8.799999999999997,0.6939362804558493,0.7474554096974927,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
OR-6,OR,6,Pacific,Mixed,Medium,High,Low,Medium,13.099999999999994,0.8437714906634373,0.9088465079684357,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-1,PA,1,Mid-Atlantic,Suburban,High,Very High,Low,Low,4.599999999999994,1.1584164700986945,1.247758161151559,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-2,PA,2,Mid-Atlantic,Urban,Medium,Low,High,Medium,42.7,0.8478607031412427,0.9132510967960011,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-3,PA,3,Mid-Atlantic,Urban,High,Low,Very High,Low,80.8,0.6961651490476075,0.7498561775105261,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-4,PA,4,Mid-Atlantic,Suburban,Very High,Very High,Low,Low,18.9,1.2439625007995194,1.3399018423890867,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-5,PA,5,Mid-Atlantic,Suburban,High,High,Low,Low,32.300000000000004,1.211779154754227,1.3052363885409062,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-6,PA,6,Mid-Atlantic,Suburban,Very High,High,Low,Low,14.799999999999995,1.4291265767119083,1.5393465091694942,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-7,PA,7,Mid-Atlantic,Suburban,Medium,High,Low,Medium,0.6000000000000014,1.3426526723638896,1.4462033929742566,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-8,PA,8,Northeast,Mixed,Medium,Very High,Low,Low,-2.8999999999999986,0.8702587891648268,0.937376612404149,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-9,PA,9,Northeast,Rural,Low,Very High,Low,Low,-36.5,0.8366260923015122,0.901150028031465,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-10,PA,10,Mid-Atlantic,Mixed,Medium,High,Medium,Low,-4.099999999999994,1.3393746010049794,1.4426725036986847,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-11,PA,11,Mid-Atlantic,Mixed,Medium,Very High,Low,Low,-21.299999999999997,1.2886184107052825,1.3880017938891007,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-12,PA,12,Appalachia,Urban,High,High,Medium,Low,19.9,0.3880148800561113,0.4179401327028851,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-13,PA,13,Appalachia,Rural,Low,Very High,Low,Low,-45.2,0.6707279306854064,0.7224571395758128,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-14,PA,14,Appalachia,Rural,Medium,Very High,Low,Low,-31.5,0.6863506944864125,0.7392847931318675,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-15,PA,15,Appalachia,Rural,Low,Very High,Low,Low,-37.0,0.6367414084116257,0.6858494413680551,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-16,PA,16,Midwest,Rural,Medium,Very High,Low,Low,-20.700000000000003,1.1360089887981624,1.2236225256652922,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
PA-17,PA,17,Appalachia,Mixed,High,Very High,Low,Low,5.799999999999997,0.5785263197398207,0.6231445732421576,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
RI-1,RI,1,Northeast,Mixed,High,High,Medium,Medium,29.0,0.7521413865325014,0.8101495253307479,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
RI-2,RI,2,Northeast,Mixed,Medium,Very High,Low,Low,13.599999999999994,0.801871274833439,0.8637147806446367,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-1,SC,1,Southeast,Suburban,High,High,Medium,Low,-8.700000000000003,0.879446426415123,0.9472728368248711,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-2,SC,2,Southeast,Rural,Medium,High,High,Low,-10.6,0.7651804966384436,0.8241942635305225,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-3,SC,3,Southeast,Rural,Low,High,Medium,Low,-37.4,0.8483589767398058,0.9137877992386386,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-4,SC,4,Southeast,Rural,Medium,High,Medium,Low,-18.6,0.8428437815656556,0.9078472502508439,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-5,SC,5,Southeast,Rural,Medium,High,Medium,Low,-18.199999999999996,0.8411859024303493,0.9060615088748557,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-6,SC,6,Southeast,Rural,Medium,Low,Very High,Low,32.099999999999994,0.6492157543820822,0.6992858585732931,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SC-7,SC,7,Southeast,Rural,Low,High,High,Low,-18.59999999999999,0.7259329551593217,0.7819197953666362,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
SD-AL,SD,AL,Great Plains,Rural,Medium,Very High,Low,Low,-26.199999999999996,1.0813967711450296,1.1647983963178599,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-1,TN,1,Appalachia,Rural,Low,Very High,Low,Low,-54.3,0.7084446810136263,0.763082755879544,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-2,TN,2,Appalachia,Rural,Medium,Very High,Low,Low,-29.300000000000004,0.6772323592422275,0.7294632155639325,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-3,TN,3,Appalachia,Rural,Medium,Very High,Medium,Low,-31.700000000000003,0.641053812396438,0.6904944351204088,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-4,TN,4,Middle South,Rural,Medium,High,Medium,Low,-15.4,0.6472445706966783,0.6971626493527077,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-5,TN,5,Middle South,Mixed,Medium,High,High,Low,-12.700000000000005,0.6920376043560761,0.7454103001362711,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-6,TN,6,Middle South,Mixed,Medium,Very High,Medium,Low,-20.1,0.5990432558048301,0.6452438571160817,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-7,TN,7,Middle South,Mixed,Medium,High,Medium,Low,-18.1,0.7589246749037968,0.8174559679126694,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-8,TN,8,Middle South,Mixed,Medium,High,High,Low,-15.700000000000005,0.7044716978708738,0.7588033604561825,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TN-9,TN,9,Middle South,Mixed,Medium,Medium,High,Low,-10.5,0.7199989530912232,0.7755281394295196,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-1,TX,1,Middle South,Rural,Low,High,Medium,Low,-43.8,0.6925488651181814,0.7459609913642188,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-2,TX,2,Urban South,Mixed,Medium,Medium,Medium,Medium,-21.5,1.1952187012313313,1.2873987268976772,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-3,TX,3,Middle South,Rural,High,Medium,Medium,Medium,-17.4,0.5846671156430292,0.6297589717784126,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-4,TX,4,Middle South,Rural,Very High,Medium,Low,Low,-17.900000000000006,0.8319104652942577,0.8960707130915219,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-5,TX,5,Middle South,Rural,Low,Medium,Medium,Medium,-16.200000000000003,0.5610049194749338,0.6042718528176516,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-6,TX,6,Middle South,Rural,Medium,Medium,Medium,Medium,-19.5,0.6470875465264607,0.6969935148532039,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-7,TX,7,Urban South,Suburban,High,Low,Medium,High,31.5,1.1393633331672848,1.2272355704293474,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-8,TX,8,Middle South,Rural,Medium,Low,Medium,High,-16.699999999999996,0.8221502765388642,0.8855577797136976,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-9,TX,9,Urban South,Mixed,Low,Low,Medium,Very High,-8.600000000000001,1.4857778024293145,1.6003669030025602,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-10,TX,10,Urban South,Mixed,High,Medium,Low,Medium,-14.799999999999995,1.1598584819495041,1.2493113866984744,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-11,TX,11,Middle South,Mixed,Medium,Medium,Low,High,-30.0,1.005659857711897,1.0832203505321596,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-12,TX,12,Middle South,Rural,Medium,Medium,Low,Medium,-17.700000000000003,0.6857529120752097,0.7386409073607099,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-13,TX,13,Middle South,Rural,Low,Medium,Low,Medium,-44.1,0.7227678108201808,0.7785105424922799,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-14,TX,14,Middle South,Mixed,Medium,Medium,Medium,Medium,-21.5,0.7558663622467929,0.8141617860051862,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-15,TX,15,Southwest,Rural,Low,Low,Low,Very High,-2.4000000000000057,0.9079006436202808,0.9779215565671671,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-16,TX,16,Southwest,Urban,Low,Low,Low,Very High,35.6,0.5967753525279451,0.6428010441075662,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-17,TX,17,Middle South,Rural,Medium,Medium,Medium,Medium,-15.200000000000005,0.6292653458219172,0.677796795061331,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-18,TX,18,Urban South,Urban,Medium,Low,High,High,63.6,0.7305509036513336,0.78689389843528,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
TX-19,TX,19,Middle South,Rural,Low,Medium,Low,High,-46.2,0.8999094184627553,0.9693140163039898,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
